name,landscape and content,suitable activities,atmosphere,latitude,longitude,x,y,id
Water Tap,"Features a large fountain and square adjacent to Église Saint-Sulpice, with potable water access and historical elements mentioned.","Collecting drinking water, exploring historical context, and photographing the scenic square and fountain.","Serene and visually striking, characterized by the fountain's grandeur and the square's aesthetic appeal.",48.8575475,2.3513765,652409.466897741,6862141.109201814,490
Quai des graffeurs- street art,"Urban street art with a Berlin-like vibe along the Seine River, featuring graffiti-covered walls and unconventional artistic expressions.","Exploring graffiti, walking along the riverbanks, and photographing vibrant street art.","Eclectic, vibrant, and unconventional, with a spontaneous and creatively charged vibe.",48.8398738,2.3716032,653877.8607270847,6860163.957533191,491
Equestrian statue of Joan of Arc,"Impressive equestrian statue honoring Joan of Arc, emphasizing bravery and historical significance. Clean and well-maintained surroundings.","Paying respects to historical figures, contemplating the monument's significance, appreciating the cleanliness of the site.","Awe-inspiring and respectful, with a pristine environment that highlights the monument's solemn tribute.",48.8638884,2.3321991,651008.3866824002,6862857.892111573,492
Left Bank Gallery Marcel Strouk,"Street art gallery featuring beautiful exhibitions with relevant and interesting works, focusing on urban and contemporary artistic expressions.","Visiting the gallery, viewing street art exhibitions, engaging with art displays, and interacting with staff during the visit.","Warm, welcoming, and friendly environment with a pleasant vibe created by staff hospitality and artistic ambiance.",48.8563374,2.3367171,651332.778265501,6862015.491853614,493
Galerie Emmanuel Perrotin,"Small gallery with rotating contemporary art exhibitions, including works like Julian Charrière's 'Panchronic Gardens.' Features modern aesthetics and curated thematic displays by art dealer Perrotin.","Quick visits to view exhibitions, appreciate contemporary art, and engage with current trends in the art scene.","Intimate, inspiring, and exclusive vibe with a focus on modern art, described as a 'magical place' in Paris.",48.8575475,2.3513765,652409.466897741,6862141.109201814,494
Fontaine Place Alphonse Laveran,"A small, green square featuring modern fountains and water installations, described as cosy with a central fountain.","Relaxing in the square, letting pets (like dogs) interact with the fountain, and observing the water features.","Peaceful, charming, and playful, with a mix of calm relaxation and lighthearted pet-friendly energy.",48.8408024,2.3408252,651619.7757880128,6860285.625856673,495
Mur végétal et street art,"Large-scale vertical garden (250 m², 25m high) with 7600 plants, 200 species, combined with street art. Features a vegetated building facade creating an urban oasis.","Admiring vertical vegetation and street art, taking photos, visiting as a unique landmark during walks.","Refreshing urban oasis with a blend of natural greenery and artistic vibrancy, offering an original escape from city surroundings.",48.8680916,2.3476112,652142.8938938137,6863315.803030445,496
Jardin de la Nouvelle France,"Renovated discreet garden with charming aesthetics, located near a grand palace. Features greenery and open spaces offering a city escape.","Late-night strolls, relaxation away from urban bustle, quiet contemplation in a serene environment.","Tranquil, peaceful, and secluded vibe with a sense of freshness post-renovation; ideal for unwinding.",48.8651276,2.3106064,649425.532605145,6863009.29430105,497
Paroisse Saint Severin - Saint Nicolas,"Magnificent church in a historic district, featuring impressive architecture and religious significance as a parish.","Attending conferences, exploring the church's interior, and taking quiet walks in the surrounding historic area.","Serene, culturally rich, and intimate with a sense of hidden charm in a less-crowded setting.",48.8494372,2.351001,652374.5044196184,6861239.543643892,498
Synagogue Oratoire Mahzike Adath,"Historical and religious site with connections to the Lubavitcher Rebbe, evoking a sense of stepping into the past.","Reflecting on Jewish heritage, exploring spiritual history, and connecting with religious legacy.","Reverent, mystical, and emotionally resonant, blending spiritual awe with personal appreciation.",48.8570831,2.3592353,652985.6477259697,6862084.764113478,499
Youth Club De Saint-Médard,"Features engaging community-focused activities and programs, though specific visual or thematic details are not explicitly mentioned in reviews.","Participating in organized community programs, social events, or recreational activities highlighted as 'great activ...' by visitors.","Welcoming and enthusiastic, with visitors expressing affection (e.g., ❤️) and enjoyment ('I love going there').",48.8410576,2.354572,652628.9332801651,6860305.666649681,500
Fontaine Wallace,"A lovely square featuring iconic Wallace fountains and green spaces, creating a picturesque urban park setting.","Relaxing by the fountains, playing ping pong, and strolling through the quiet park areas.","Tranquil and charming, offering a peaceful escape with a serene, autumnal vibe in a well-maintained urban space.",48.8795411,2.3372502,651393.548254646,6864595.234693479,501
Palais de Justice de Paris,"Features striking modern architecture with unique French characteristics, noted for its beautiful and aesthetically pleasing design.","Admiring architectural details, photographing the blend of modern and historical design elements.","Grand and awe-inspiring ambiance, evoking admiration for its visually striking architectural beauty.",48.8557234,2.3451467,651950.7049361429,6861942.058065867,502
La France Triomphante,"Large gilded statues arranged in a group, featuring golden figures. Located in a park-like setting (Bos...).","Viewing statues, photographing golden sculptures, exploring surrounding park areas.",Visually striking with a majestic feel due to the grand scale and golden aesthetic of the statues.,48.80772839999999,2.1224994,635555.4341211726,6856764.215484766,503
L'air - Aristide Maillol,"Outdoor setting featuring multiple statues and sculptures by Aristide Maillol, including the notable L'air sculpture.","Art appreciation, exploring sculptural works, and quiet contemplation of the statues.","Positive, calm, and visually engaging environment with a focus on artistic immersion.",48.86245359999999,2.3315038,650956.0282020497,6862698.785896046,504
Je Veux Etre Photographe!,"Photo-focused courses with professional teaching, though some reviews indicate the company may be closed or misleadingly listed.","Participating in photography courses, though accessibility is inconsistent due to reported closures and unresponsive communication.",Mixed experiences: praised for professionalism in teaching but marred by frustration from poor organization and potential operational closure.,48.8545538,2.3391016,651506.0727505446,6861815.704574361,505
Statue of Hannibal Barca,"Replica statue of Hannibal Barca, a renowned Carthaginian general. The original is noted to be elsewhere. Features a grand, historically significant depiction.","Viewing the statue, historical reflection, comparing replica to original, and photographing the monumental figure.","Majestic and awe-inspiring, evoking admiration for Hannibal's legacy. Quietly contemplative due to its historical focus.",48.8644071,2.3249051,650473.7859221009,6862920.117466155,506
